NS_Waveform_File,EW_Waveform_File,UP_Waveform_File,Record_Folder,Scale_Factor_Used,P_Pick_Index,P_Pick_Time_sec,Waveform_Start_Sample,Waveform_End_Sample,Waveform_Duration_sec,Number_of_Waveform_Samples,Sampling_Frequency_Hz,Damping,STA_Seconds,LTA_Seconds,STA_LTA_Threshold,Response_Spectrum_Method,Number_of_Periods,Minimum_Period_sec,Maximum_Period_sec,Station_Name,Station_Lat,Station_Lon,Origin_Date,Origin_Time,Rec_Start_Date,Rec_Start_Time,Duration_Time(s),Last_Corr_Date,Last_Corr_Time,Epicenter_Lat,Epicenter_Lon,Magnitude,EQ_Depth(km),Samp_Freq(Hz),PGA_EW(gal),PGA_NS(gal),PGA_UD(gal),Station Height(m),Scale_factor,Numerator,Denominator,INdex,Epicentral_Distance_km
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\SMN0150010131044\SMN0150010131044Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\SMN0150010131044\SMN0150010131044Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\SMN0150010131044\SMN0150010131044Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\SMN0150010131044,0.0002384185791015,1467,14.67,1467,2066,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN015,35.3644,133.1704,2000/10/13,10:44:00,2000/10/13,10:44:26,119,2000/10/13,10:00:00,35.27,133.35,3.6,10,100,1.686,1.597,3.901,32,0.0002384185791015,2000.0,8388608.0,471,19.383482
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0070010131044\TTR0070010131044Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0070010131044\TTR0070010131044Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0070010131044\TTR0070010131044Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0070010131044,0.0002384185791015,1479,14.79,1479,2078,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR007,35.2826,133.4876,2000/10/13,10:44:00,2000/10/13,10:44:25,119,2000/10/13,10:00:00,35.27,133.35,3.6,10,100,18.16,12.657,5.197,155,0.0002384185791015,2000.0,8388608.0,472,12.569235
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0080010131044\TTR0080010131044Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0080010131044\TTR0080010131044Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0080010131044\TTR0080010131044Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0080010131044,0.0002384185791015,1233,12.33,1233,1832,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR008,35.4258,133.3301,2000/10/13,10:44:00,2000/10/13,10:44:28,119,2000/10/13,10:00:00,35.27,133.35,3.6,10,100,7.903,5.083,5.293,2,0.0002384185791015,2000.0,8388608.0,473,17.417933
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0090010131044\TTR0090010131044Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0090010131044\TTR0090010131044Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0090010131044\TTR0090010131044Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.8\TTR0090010131044,0.0002384185791015,1404,14.04,1404,2003,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR009,35.1629,133.3063,2000/10/13,10:44:00,2000/10/13,10:44:26,119,2000/10/13,10:00:00,35.27,133.35,3.6,10,100,7.12,6.331,10.172,299,0.0002384185791015,2000.0,8388608.0,474,12.553233
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0010010181422\HRS0010010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0010010181422\HRS0010010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0010010181422\HRS0010010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0010010181422,0.0002384185791015,838,8.38,838,1437,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS001,35.0337,132.9018,2000/10/18,14:22:00,2000/10/18,14:22:58,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,2.048,3.857,1.113,566,0.0002384185791015,2000.0,8388608.0,475,47.16143
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0020010181422\HRS0020010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0020010181422\HRS0020010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0020010181422\HRS0020010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0020010181422,0.0002384185791015,898,8.98,898,1497,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS002,34.8951,133.2755,2000/10/18,14:22:00,2000/10/18,14:22:57,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,3.939,4.777,1.565,306,0.0002384185791015,2000.0,8388608.0,476,43.851345
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0050010181422\HRS0050010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0050010181422\HRS0050010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0050010181422\HRS0050010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0050010181422,0.0002384185791015,712,7.12,712,1311,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS005,34.777,133.2807,2000/10/18,14:22:00,2000/10/18,14:23:01,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,7.079,4.934,2.799,480,0.0002384185791015,2000.0,8388608.0,477,56.91665
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0210010181422\HRS0210010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0210010181422\HRS0210010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0210010181422\HRS0210010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\HRS0210010181422,0.0002384185791015,882,8.82,882,1481,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS021,34.9529,133.1171,2000/10/18,14:22:00,2000/10/18,14:22:57,120,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,5.018,4.672,2.853,325,0.0002384185791015,2000.0,8388608.0,478,41.460407
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0010010181422\OKY0010010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0010010181422\OKY0010010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0010010181422\OKY0010010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0010010181422,0.0002384185791015,909,9.09,909,1508,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY001,35.1945,133.7314,2000/10/18,14:22:00,2000/10/18,14:22:56,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,8.488,6.11,2.346,334,0.0002384185791015,2000.0,8388608.0,479,39.04388
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0040010181422\OKY0040010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0040010181422\OKY0040010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0040010181422\OKY0040010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0040010181422,0.0002384185791015,836,8.36,836,1435,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY004,34.9579,133.5018,2000/10/18,14:22:00,2000/10/18,14:22:57,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,6.671,15.064,3.571,168,0.0002384185791015,2000.0,8388608.0,480,40.370438
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0050010181422\OKY0050010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0050010181422\OKY0050010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0050010181422\OKY0050010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0050010181422,0.0002384185791015,766,7.66,766,1365,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY005,35.0098,133.7317,2000/10/18,14:22:00,2000/10/18,14:22:59,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,2.047,3.224,1.217,134,0.0002384185791015,2000.0,8388608.0,481,48.770332
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0070010181422\OKY0070010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0070010181422\OKY0070010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0070010181422\OKY0070010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0070010181422,0.0002384185791015,694,6.94,694,1293,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY007,34.7807,133.6121,2000/10/18,14:22:00,2000/10/18,14:23:02,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,5.619,5.532,1.935,60,0.0002384185791015,2000.0,8388608.0,482,62.48101
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0090010181422\OKY0090010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0090010181422\OKY0090010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0090010181422\OKY0090010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\OKY0090010181422,0.0002384185791015,1483,14.83,1483,2082,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY009,34.9176,134.0923,2000/10/18,14:22:00,2000/10/18,14:23:07,120,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,3.663,1.687,0.948,48,0.0002384185791015,2000.0,8388608.0,483,81.67448
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0010010181422\SMN0010010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0010010181422\SMN0010010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0010010181422\SMN0010010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0010010181422,0.0002384185791015,980,9.8,980,1579,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN001,35.5372,133.1612,2000/10/18,14:22:00,2000/10/18,14:22:54,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,2.146,1.905,0.946,2,0.0002384185791015,2000.0,8388608.0,484,31.099562
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0020010181422\SMN0020010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0020010181422\SMN0020010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0020010181422\SMN0020010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0020010181422,0.0002384185791015,868,8.68,868,1467,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN002,35.4714,133.0682,2000/10/18,14:22:00,2000/10/18,14:22:53,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,4.295,2.392,1.467,2,0.0002384185791015,2000.0,8388608.0,485,30.408415
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0030010181422\SMN0030010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0030010181422\SMN0030010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0030010181422\SMN0030010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\SMN0030010181422,0.0002384185791015,1151,11.51,1151,1750,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN003,35.1795,133.0929,2000/10/18,14:22:00,2000/10/18,14:22:51,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,6.196,6.42,2.249,332,0.0002384185791015,2000.0,8388608.0,486,23.660772
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0060010181422\TTR0060010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0060010181422\TTR0060010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0060010181422\TTR0060010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0060010181422,0.0002384185791015,903,9.03,903,1502,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR006,35.5106,133.6303,2000/10/18,14:22:00,2000/10/18,14:22:56,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,5.999,3.77,1.189,20,0.0002384185791015,2000.0,8388608.0,487,37.670364
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0070010181422\TTR0070010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0070010181422\TTR0070010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0070010181422\TTR0070010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0070010181422,0.0002384185791015,1243,12.43,1243,1842,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR007,35.2826,133.4876,2000/10/18,14:22:00,2000/10/18,14:22:49,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,49.595,37.108,15.107,155,0.0002384185791015,2000.0,8388608.0,488,15.496459
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0080010181422\TTR0080010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0080010181422\TTR0080010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0080010181422\TTR0080010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0080010181422,0.0002384185791015,121,1.21,121,720,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR008,35.4258,133.3301,2000/10/18,14:22:00,2000/10/18,14:22:49,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,2.957,4.571,2.531,2,0.0002384185791015,2000.0,8388608.0,489,15.368646
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0090010181422\TTR0090010181422Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0090010181422\TTR0090010181422Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0090010181422\TTR0090010181422Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.6.9\TTR0090010181422,0.0002384185791015,1345,13.45,1345,1944,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR009,35.1629,133.3063,2000/10/18,14:22:00,2000/10/18,14:22:48,119,2000/10/18,14:00:00,35.288,133.317,3.6,12,100,6.722,5.965,6.042,299,0.0002384185791015,2000.0,8388608.0,490,13.944398
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\HRS0010010061854\HRS0010010061854Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\HRS0010010061854\HRS0010010061854Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\HRS0010010061854\HRS0010010061854Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\HRS0010010061854,0.0002384185791015,712,7.12,712,1311,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS001,35.0337,132.9018,2000/10/06,18:54:00,2000/10/06,18:54:57,119,2000/10/06,17:00:00,35.273,133.349,3.7,12,100,8.894,7.578,3.463,566,0.0002384185791015,2000.0,8388608.0,491,48.590298
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0020010061854\SMN0020010061854Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0020010061854\SMN0020010061854Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0020010061854\SMN0020010061854Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0020010061854,0.0002384185791015,699,6.99,699,1298,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN002,35.4714,133.0682,2000/10/06,18:54:00,2000/10/06,18:54:54,120,2000/10/06,17:00:00,35.273,133.349,3.7,12,100,1.771,2.877,1.868,2,0.0002384185791015,2000.0,8388608.0,492,33.688244
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0040010061854\SMN0040010061854Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0040010061854\SMN0040010061854Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0040010061854\SMN0040010061854Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0040010061854,0.0002384185791015,970,9.7,970,1569,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN004,35.2881,132.9004,2000/10/06,18:54:00,2000/10/06,18:54:55,119,2000/10/06,17:00:00,35.273,133.349,3.7,12,100,5.467,3.717,1.887,45,0.0002384185791015,2000.0,8388608.0,493,40.75496
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0160010061854\SMN0160010061854Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0160010061854\SMN0160010061854Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0160010061854\SMN0160010061854Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\SMN0160010061854,0.0002384185791015,602,6.02,602,1201,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN016,35.1957,132.8146,2000/10/06,18:54:00,2000/10/06,18:54:58,119,2000/10/06,16:00:00,35.273,133.349,3.7,12,100,3.674,5.328,2.708,210,0.0002384185791015,2000.0,8388608.0,494,49.291447
F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\TTR0090010061854\TTR0090010061854Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\TTR0090010061854\TTR0090010061854Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\TTR0090010061854\TTR0090010061854Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data1\ER_3.7.2\TTR0090010061854,0.0002384185791015,1240,12.4,1240,1839,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR009,35.1629,133.3063,2000/10/06,18:54:00,2000/10/06,18:53:38,131,2000/10/06,17:00:00,35.273,133.349,3.7,12,100,7.427,9.418,10.055,299,0.0002384185791015,2000.0,8388608.0,495,12.842378
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\HRS0010210240613\HRS0010210240613Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\HRS0010210240613\HRS0010210240613Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\HRS0010210240613\HRS0010210240613Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\HRS0010210240613,0.0002384185791015,721,7.21,721,1320,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS001,35.0337,132.9018,2002/10/24,06:13:00,2002/10/24,06:13:33,119,2002/10/24,06:00:00,35.34,133.402,3.6,12,100,7.527,9.527,1.355,566,0.0002384185791015,2000.0,8388608.0,506,56.800632
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\HRS0210210240613\HRS0210210240613Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\HRS0210210240613\HRS0210210240613Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\HRS0210210240613\HRS0210210240613Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\HRS0210210240613,0.0002384185791015,1442,14.42,1442,2041,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,HRS021,34.9529,133.1171,2002/10/24,06:13:00,2002/10/24,06:13:25,119,2002/10/24,06:00:00,35.34,133.402,3.6,12,100,2.984,3.245,6.025,325,0.0002384185791015,2000.0,8388608.0,507,50.23689
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\OKY0010210240613\OKY0010210240613Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\OKY0010210240613\OKY0010210240613Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\OKY0010210240613\OKY0010210240613Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\OKY0010210240613,0.0002384185791015,1461,14.61,1461,2060,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,OKY001,35.1945,133.7314,2002/10/24,06:13:00,2002/10/24,06:13:22,119,2002/10/24,06:00:00,35.34,133.402,3.6,12,100,5.032,2.479,3.959,334,0.0002384185791015,2000.0,8388608.0,508,34.001152
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\SMN0010210240613\SMN0010210240613Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\SMN0010210240613\SMN0010210240613Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\SMN0010210240613\SMN0010210240613Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\SMN0010210240613,0.0002384185791015,1016,10.16,1016,1615,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,SMN001,35.5372,133.1612,2002/10/24,06:13:00,2002/10/24,06:13:26,119,2002/10/24,06:00:00,35.34,133.402,3.6,12,100,5.286,6.463,1.889,2,0.0002384185791015,2000.0,8388608.0,509,30.930933
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0060210240613\TTR0060210240613Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0060210240613\TTR0060210240613Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0060210240613\TTR0060210240613Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0060210240613,0.0002384185791015,96,0.96,96,695,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR006,35.5106,133.6303,2002/10/24,06:13:00,2002/10/24,06:13:25,119,2002/10/24,06:00:00,35.34,133.402,3.6,12,100,6.095,9.368,2.556,20,0.0002384185791015,2000.0,8388608.0,510,28.067282
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0070210240613\TTR0070210240613Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0070210240613\TTR0070210240613Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0070210240613\TTR0070210240613Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0070210240613,0.0002384185791015,1398,13.98,1398,1997,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR007,35.2826,133.4876,2002/10/24,06:13:00,2002/10/24,06:13:19,119,2002/10/24,06:00:00,35.34,133.402,3.6,12,100,11.389,9.529,11.262,155,0.0002384185791015,2000.0,8388608.0,511,10.053158
F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0080210240613\TTR0080210240613Anj.NS.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0080210240613\TTR0080210240613Anj.EW.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0080210240613\TTR0080210240613Anj.UD.csv,F:\Research Work\Response Spectrum\Seismic waveform 1\data2\ER_3.6.21\TTR0080210240613,0.0002384185791015,778,7.78,778,1377,6.0,600,100.0,0.05,0.1,0.3,2.5,Duhamel,100,0.01,4.0,TTR008,35.4258,133.3301,2002/10/24,06:13:00,2002/10/24,06:13:21,120,2002/10/24,06:00:00,35.34,133.402,3.6,12,100,12.258,8.321,6.408,2,0.0002384185791015,2000.0,8388608.0,512,11.554623
